checkpoint_id,domain,checkpoint_question,expected_standard,actual_observation,score_0_100,severity_P0_P1_P2_P3,confidence_low_medium_high,evidence_ids,evidence_files,recommendation,fix_effort_XS_S_M_L_XL,business_impact_low_medium_high_critical,risk_if_ignored,visual_change_risk_none_minor_major,blocks_launch_yes_no
CP-10-31,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for Bangla and English readiness?","Evidence-backed production readiness for Bangla and English readiness, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep Bangla and English readiness under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-32,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for Merchant Center readiness?","Evidence-backed production readiness for Merchant Center readiness, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep Merchant Center readiness under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-33,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for webhook readiness?","Evidence-backed production readiness for webhook readiness, preserving current visual design unless necessary.","Payment env variables exist, but no webhook route was found.",45,P1,medium,E043;E050,webhook route scan; src/app/api/admin/orders/[id]/payment-status/route.ts,Fix webhook readiness before launch or before enabling related feature.,S,high,Launch risk remains around webhook readiness.,none,no
CP-10-34,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for shipment tracking readiness?","Evidence-backed production readiness for shipment tracking readiness, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep shipment tracking readiness under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-35,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for fraud and moderation readiness?","Evidence-backed production readiness for fraud and moderation readiness, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep fraud and moderation readiness under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-36,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for cache and revalidation?","Evidence-backed production readiness for cache and revalidation, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep cache and revalidation under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-37,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for N+1 or bulk-fetch risk?","Evidence-backed production readiness for N+1 or bulk-fetch risk, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep N+1 or bulk-fetch risk under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-38,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for payment status integrity?","Evidence-backed production readiness for payment status integrity, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep payment status integrity under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-39,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for guest and buyer flow?","Evidence-backed production readiness for guest and buyer flow, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep guest and buyer flow under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-40,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for account privacy?","Evidence-backed production readiness for account privacy, preserving current visual design unless necessary.","Account order detail is owner-scoped, but public confirmation exposes PII by orderNumber.",35,P0,medium,E022;E023;E010,src/app/(store)/order/[orderNumber]/confirmation/page.tsx; src/app/(store)/account/orders/[id]/page.tsx; .gitignore / git ls-files .env,Fix account privacy before launch or before enabling related feature.,M,critical,Launch risk remains around account privacy.,none,yes
CP-10-41,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for product SEO fields?","Evidence-backed production readiness for product SEO fields, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep product SEO fields under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-42,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for category taxonomy?","Evidence-backed production readiness for category taxonomy, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep category taxonomy under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-43,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for internal linking?","Evidence-backed production readiness for internal linking, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep internal linking under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-44,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for reviews and ratings?","Evidence-backed production readiness for reviews and ratings, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep reviews and ratings under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-45,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for returns and refunds?","Evidence-backed production readiness for returns and refunds, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep returns and refunds under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
CP-10-46,"Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects","Does Technical SEO: crawlability, indexing, canonical URLs, metadata, robots.txt, sitemap, redirects meet the launch standard for deployment headers?","Evidence-backed production readiness for deployment headers, preserving current visual design unless necessary.",Sitemap/robots/metadata exist; search/faceted policy incomplete.,72,P2,medium,E011;E012;E013;E017;E018,src/backend/seo/metadata.ts; src/app/sitemap.ts; src/app/robots.ts; src/app/(store)/category/[slug]/page.tsx; src/app/(store)/search/page.tsx,Keep deployment headers under regression coverage and improve where noted.,XS,high,May reduce polish or scalability if left unmonitored.,none,no
